,price,views,land area,road access,facing,floor,parking,bedroom,bathroom,furnish status,amenity,city,district
1441,Rs. 5.8 Cr,102,6.0 ,14 Feet,South,2.5,,5.0,5.0,,,Budhanilkantha, Kathmandu
1444,Rs. 3.85 Cr,124,5.0 ,13 Feet,,2.5,,6.0,4.0,Full-Furnished,,Mandikhatar, Kathmandu
1447,Rs. 2.45 Cr,41 ,3.1 ,12-14 Feet,,2.5,,,,,,Imadol, Lalitpur
1448,Rs. 3.35 Cr,77 ,4.0 ,13 Feet,North-East,2.5,,4.0,5.0,Semi-Furnished,,Hepali Height, Kathmandu
1450,Rs. 6.75 Cr,147,3000 sq. ft,20 Feet,South,2.5,,5.0,4.0,,,Pepsicola, Kathmandu
1451,Rs. 4 Cr,92 ,4.2 ,20 Feet,South-East,2.5,,6.0,4.0,,,Bhaisepati, Lalitpur
1452,Rs. 3.9 Cr,115,4.2 ,14 Feet,South,2.5,,4.0,4.0,,,Khumaltar, Lalitpur
1453,Rs. 3.1 Cr,200,4.2 ,14 Feet,South-West,3.5,,6.0,5.0,,,Raniban, Kathmandu
1454,Rs. 4 Cr,123,4.2 ,11 Feet,West,2.5,,4.0,4.0,,,Kusunti, Lalitpur
1456,Rs. 12.5 Cr,93 ,19.0 ,12 Feet,South,2.5,,6.0,4.0,,,Golfutar, Kathmandu
1457,Rs. 3.15 Cr,207,5.0 ,12 Feet,South-West,2.5,,6.0,5.0,,,Aakasedhara, Kathmandu
1458,Rs. 4 Cr,82 ,4.1 ,13 Feet,North-East,3.0,,7.0,5.0,,,Hattiban, Lalitpur
1460,Rs. 3.2 Cr,68 ,4.1 ,13 Feet,North-East,2.5,,,,Full-Furnished,,Bhangal , Kathmandu
1461,Rs. 3.25 Cr,618,3.3 kattha,13 Feet,West,2.5,,5.0,4.0,Semi-Furnished,,Nakhipot, Lalitpur
1462,Rs. 1 Cr,160,2.2 ,13 Feet,North-West,1.0,,3.0,1.0,,,Tokha, Kathmandu
1463,Rs. 13 Cr,202,8.2 ,27 Feet,South-West,5.0,,,,,,Maijubahal, Kathmandu
1464,Rs. 2.65 Cr,155,5.0 ,36 Feet,North-East,2.5,,8.0,4.0,,,Dharmasthali, Kathmandu
1466,Rs. 3.25 Cr,22 ,4.0 ,13 Feet,East,2.5,,4.0,2.0,,,Golfutar, Kathmandu
1467,Rs. 6.75 Cr,197,4.0 ,20 Feet,North,3.5,,4.0,6.0,Semi-Furnished,,Lazimpat, Kathmandu
1468,Rs. 6.2 Cr,131,7.2 ,13 Feet,West,5.0,,17.0,10.0,Semi-Furnished,,Manbhawan, Lalitpur
1469,Rs. 1.35 Cr,90 ,3.0 ,13 Feet,,1.0,,2.0,1.0,,,Kapan, Kathmandu
1470,Rs. 50 Lac/aana,233,12.0 ,13 Feet,South-East,4.0,,8.0,4.0,,,Gwarko, Lalitpur
1471,Rs. 4.2 Cr,142,4.2 ,20 Feet,North-East,2.5,,6.0,,,,Bhaisepati, Lalitpur
1472,Rs. 3.35 Cr,77 ,4.0 ,13 Feet,North-East,2.5,,4.0,5.0,Semi-Furnished,,Hepali Height, Kathmandu
1473,Rs. 3.6 Cr,73 ,5.0 ,14 Feet,South-West,2.5,,6.0,5.0,Semi-Furnished,,Budhanilkantha, Kathmandu
1477,Rs. 3.35 Cr,176,3.0 ,20 Feet,North,5.0,,16.0,7.0,,,Machhapokhari, Kathmandu
1478,Rs. 3.2 Cr,333,1.3 ,10/16 Feet,South,4.0,,,,,,Yetkha, Kathmandu
1483,Rs. 7.5 Cr,228,6.2 ,20 Feet,South-East,2.5,,6.0,5.0,,,Bhaisepati, Lalitpur
1484,Rs. 16.5 Cr,181,20.0 ,13 Feet,East,2.5,,5.0,7.0,,,Sitapaila, Kathmandu
1485,Rs. 4.5 Cr,123,8.0 ,15 Feet,North-East,2.5,,4.0,3.0,,,Pasikot, Kathmandu
1486,Rs. 5.8 Cr,89 ,9.1 ,15-20 Feet,South,3.5,,5.0,5.0,,,Dhapasi, Kathmandu
1487,Rs. 6.5 Cr,61 ,6.2 kattha,12-18 Feet,,2.5,,5.0,5.0,Full-Furnished,,Baluwatar, Kathmandu
1488,Rs. 2.4 Cr,102,3.3 ,28 Feet,North-West,2.5,,5.0,3.0,,,Gothatar, Kathmandu
1489,Rs. 5 Cr,96 ,6.0 ,9-12 Feet,,3.0,,5.0,5.0,,,Gaurighat, Kathmandu
1490,Rs. 6.5 Cr,140,15.2 ,24 Feet,West,3.0,,6.0,6.0,,,Bhangal , Kathmandu
1491,Rs. 2.25 Cr,41 ,3.0 ,14 Feet,,3.0,,,,,,Baluwakhani, Kathmandu
1492,Rs. 2.1 Cr,131,3.0 ,13 Feet,,2.5,,3.0,3.0,,,Imadol, Lalitpur
1493,Rs. 10.5 Cr,682,13.0 ,13 Feet,,2.5,,4.0,4.0,,,Budhanilkantha, Kathmandu
1494,Rs. 4.6 Cr,171,6.0 ,13 Feet,,2.5,,4.0,4.0,,,Budhanilkantha, Kathmandu
1495,Rs. 3.6 Cr,191,4.1 ,16 Feet,South-East,2.5,,,,,,Ekatabasti, Kathmandu
1496,Rs. 3.45 Cr,89 ,4.3 ,13 Feet,,2.5,,,,Semi-Furnished,,Mandikhatar, Kathmandu
1497,Rs. 2.75 Cr,136,3.2 ,13 Feet,North,2.5,,,3.0,,,Jalpa Chowk, Kathmandu
1498,Rs. 4.4 Cr,66 ,7.0 ,13 Feet,North-East,2.5,,5.0,4.0,,,Dhapasi, Kathmandu
1499,Rs. 1.38 Cr,101,3.0 ,13 Feet,,1.0,,2.0,1.0,,,Lolang, Kathmandu
1500,Rs. 1.85 Cr,74 ,3.0 ,13 Feet,South,2.5,,,,,,Ekatabasti, Kathmandu
1502,Rs. 2.4 Cr,245,2.2 ,24 Feet,North,4.0,,4.0,4.0,Semi-Furnished,,Radhe Radhe, Bhaktapur
1503,Rs. 2.4 Cr,83 ,3.0 ,13 Feet,East,2.5,,,,,,Deuwa chowk, Kathmandu
1504,Rs. 3.75 Cr,104,5.0 ,13 Feet,West,2.5,,,,,,Bhangal , Kathmandu
1505,Rs. 2.95 Cr,51 ,4.0 ,13 Feet,East,3.0,,,,,,Bhangal , Kathmandu
1506,Rs. 3.78 Cr,29 ,5.0 ,13 Feet,,2.5,,6.0,4.0,Full-Furnished,,Mandikhatar, Kathmandu
1507,Rs. 8.5 Cr,205,8.0 ,10 Feet,,3.5,,,,,,New Baneshwor, Kathmandu
1508,Rs. 6 Cr,156,8.0 ,12 Feet,North,2.5,,6.0,4.0,Semi-Furnished,,Bhaisepati, Lalitpur
1509,Rs. 3.8 Cr,126,6.3 ,10/13 Feet,East,3.5,,7.0,7.0,,,Sitapaila, Kathmandu
1510,Rs. 2.4 Cr,20 ,3.2 ,20 Feet,East,2.5,,6.0,3.0,Semi-Furnished,,Pepsicola, Kathmandu
1511,Rs. 1.5 Cr,71 ,2.2 ,13 Feet,South,3.0,,,3.0,Un-Furnished,,Sitapaila, Kathmandu
1513,Rs. 3.15 Cr,97 ,4.0 ,14 Feet,West,3.0,,,,,,Narephat, Kathmandu
1514,Rs. 7.75 Cr,104,3.0 ,13 Feet,East,6.0,,,6.0,,,Putalisadak, Kathmandu
1515,Rs. 25 Cr,405,11.0 ,13 Feet,South-East,,,25.0,30.0,Full-Furnished,,Thamel, Kathmandu
1516,Rs. 11 Cr,161,19.0 ,12-16 Feet,,2.5,,4.0,4.0,,,Kusunti, Lalitpur
1518,Rs. 3.5 Cr,153,4.0 ,13 Feet,East,2.5,,5.0,4.0,Semi-Furnished,,Ganesh Chowk, Kathmandu
1519,Rs. 2.8 Cr,132,4.0 ,13 Feet,South-West,2.5,,,,,,Chunikhel, Kathmandu
1520,Rs. 3.5 Cr,261,6.0 ,25 Feet,West,2.5,,,,,,Baluwatar, Kathmandu
1521,Rs. 3.3 Cr,96 ,4.0 ,20 Feet,North,3.0,,4.0,4.0,Semi-Furnished,,Mhaipi, Kathmandu
1522,Rs. 6.7 Cr,111,7.1 ,13 Feet,West,2.5,,3.0,3.0,Full-Furnished,,Basundhara, Kathmandu
1523,Rs. 2.2 Cr,33 ,600 sq. ft,12 Feet,South-East,2.5,,6.0,4.0,Semi-Furnished,"Earthquake Resistant,Marbel,Fridge,Solar,Dining Room,Garden,Parking,Internet,Drinking Water,Bathroom,TV,+ 1 See More",Tikathali, Lalitpur
1524,Rs. 2.85 Cr,479,3.2 ,20 Feet,North-East,2.5,,7.0,4.0,,,Imadol, Lalitpur
1525,Rs. 3.6 Cr,139,5.0 ,13 Feet,,2.5,,5.0,4.0,,,Budhanilkantha, Kathmandu
1526,Rs. 1.05 Cr,95 ,3.2 ,10 Feet,West,1.0,,2.0,1.0,,,Sudal, Bhaktapur
1527,Rs. 2.1 Cr,65 ,3.1 ,12 Feet,East,2.5,,5.0,3.0,,,Dhapasi, Kathmandu
1528,Rs. 2.35 Cr,130,3.2 ,20 Feet,South,2.5,,5.0,3.0,Semi-Furnished,,Harisiddhi, Lalitpur
1529,Rs. 6.8 Cr,98 ,6.3 ,14 Feet,East,2.5,,5.0,4.0,Full-Furnished,,Rudreshwor, Kathmandu
1530,Rs. 6.4 Cr,34 ,8.0 ,12-18 Feet,,3.0,,8.0,6.0,,,Nakkhu, Lalitpur
1531,Rs. 6 Cr,151,7.0 ,14 Feet,East,2.0,,5.0,4.0,,,Thapathali, Kathmandu
1532,Rs. 3.5 Cr,39 ,6.2 ,8 Feet,North,3.5,,5.0,3.0,,"Marbel,Parquet,Solar,Dining Room,Drinking Water,Bathroom,Garden,Playground,Bed Room,Water Purifier,Fridge,+ 3 See More",Maijubahal, Kathmandu
1533,Rs. 14 Cr,1.2,23.0 ,15 Feet,North,2.5,,6.0,7.0,,,Budhanilkantha, Kathmandu
1535,Rs. 2.4 Cr,142,3.2 ,13 Feet,South,2.5,,5.0,4.0,,,Kusunti, Lalitpur
1536,Rs. 1.9 Cr,89 ,2.2 ,13 Feet,South,3.0,,6.0,4.0,Semi-Furnished,,Dhapakhel, Lalitpur
1537,Rs. 2.55 Cr,116,3.2 ,12 Feet,,3.0,,,,,,Sundarbasti, Kathmandu
1538,Rs. 4 Cr,107,15.2 ,14 Feet,South,2.5,,5.0,4.0,,,Chandragiri, Kathmandu
1539,Rs. 3.5 Cr,81 ,5.2 ,16 Feet,,2.5,,,,,,Basundhara, Kathmandu
1540,Rs. 3.75 Cr,181,5.2 ,14 Feet,South,3.0,,5.0,4.0,,,Wasik, Kathmandu
1541,Rs. 4.5 Cr,1.3,4.0 ,26 Feet,East,3.5,,5.0,6.0,Full-Furnished,,Koteshwor, Kathmandu
1543,Rs. 5.15 Cr,204,8.0 ,10 Feet,South-West,2.5,,,,,,Gongabu, Kathmandu
1544,Rs. 3.5 Cr,116,4.2 ,13 Feet,South-West,2.5,,,,,,Budhanilkantha, Kathmandu
1545,Rs. 3.5 Cr,110,4.2 ,13 Feet,South-West,2.5,,,,,,Budhanilkantha, Kathmandu
1547,Rs. 2.3 Cr,77 ,3.0 ,13 Feet,West,2.5,,4.0,3.0,,,Ochu Height, Lalitpur
1548,Rs. 3.95 Cr,82 ,5.0 ,16 Feet,,2.5,,5.0,5.0,,,Mandikhatar, Kathmandu
1549,Rs. 2.1 Cr,51 ,3.0 ,13 Feet,,2.5,,,,Semi-Furnished,,Thankot, Kathmandu
1551,Rs. 3.8 Cr,85 ,4.1 ,10 Feet,South-East,2.5,,4.0,3.0,,,Bhaisepati, Lalitpur
1552,Rs. 3.1 Cr,253,8.0 ,13 Feet,North-East,1.0,,2.0,1.0,,,Makalbari, Kathmandu
1553,Rs. 2.4 Cr,54 ,3.1 ,13 Feet,East,3.0,,4.0,4.0,Semi-Furnished,,Imadol, Lalitpur
1554,Rs. 5.7 Cr,113,7.1 ,8-12 Feet,East,3.5,,8.0,8.0,Semi-Furnished,,Dhumbarahi, Kathmandu
1555,Rs. 1.5 Cr,75 ,3.1 ,11 Feet,East,2.5,,,,,,Changathali, Lalitpur
1556,Rs. 2.4 Cr,60 ,2.2 ,20 Feet,East,3.0,,4.0,4.0,Semi-Furnished,"Power Backup,Drainage,Bathroom,TV,Internet,Drinking Water,Parking,Bed Room,Garden,Sofa,Fridge,+ 1 See More",Pepsicola, Kathmandu
1557,Rs. 7 Cr,74 ,13.2 ,20 Feet,East,2.5,,5.0,5.0,Full-Furnished,,Banasthali, Kathmandu
1558,Rs. 2.75 Cr,120,3.2 ,20 Feet,West,2.5,,5.0,4.0,,,Imadol, Lalitpur
1559,Rs. 7 Cr,107,9.0 ,12-18 Feet,North,2.5,,3.0,4.0,Full-Furnished,,Wasik, Kathmandu
1560,Rs. 2.75 Cr,178,4.0 ,16 Feet,,2.5,,5.0,4.0,,,Kusunti, Lalitpur
1561,Rs. 3 Cr,8 v,2400 sq. ft,13 Feet,South,2.5,,3.0,3.0,Full-Furnished,"Earthquake Resistant,Parquet,Fridge,Sofa,Solar,Dining Room,AirCon,Water Purifier,Washing Machine,Bed Room,Garden,+ 8 See More",Soltidobato, Kathmandu
1562,Rs. 4.85 Cr,88 ,10.0 ,13 Feet,West,2.0,,4.0,4.0,,,Boharatar, Kathmandu
1563,Rs. 3.65 Cr,141,5.0 ,13 Feet,North,3.5,,,,,,Ekatabasti, Kathmandu
1564,Rs. 13 Cr,141,30.0 ,12-18 Feet,South,2.5,,,,,,Hepali Height, Kathmandu
1565,Rs. 3.75 Cr,15 ,1450 sq. ft,14 Feet,South-West,,,,,,,Baniyatar, Kathmandu
1566,Rs. 1.2 Cr,123,3.0 ,16 Feet,,1.5,,,,,,Machhe Gaun, Kathmandu
1567,Rs. 2.95 Cr,216,4.0 ,13 Feet,North-East,2.5,,,,,,Ekatabasti, Kathmandu
1568,Rs. 3.05 Cr,79 ,5.0 ,12-16 Feet,,2.5,,,,,,Kharibot, Kathmandu
1569,Rs. 4.5 Cr,51 ,3.2 ,13 Feet,South,2.5,,8.0,8.0,,,Shankhamul, Kathmandu
1570,Rs. 2.65 Cr,117,3.2 ,16 Feet,North-West,2.5,,5.0,5.0,,,Bhaisepati, Lalitpur
1571,Rs. 3.75 Cr,120,4.0 ,13 Feet,,2.5,,4.0,3.0,Full-Furnished,,Golfutar, Kathmandu
1572,Rs. 1.3 Cr,169,4.3 ,20 Feet,North-West,2.5,,3.0,2.0,Semi-Furnished,,Jharuwarasi, Lalitpur
1573,Rs. 3.6 Cr,108,5.0 ,14 Feet,South-West,2.5,,6.0,5.0,Semi-Furnished,,Budhanilkantha, Kathmandu
1574,Rs. 7.25 Cr,135,9.0 ,8-12 Feet,,3.0,,,,Semi-Furnished,,Paknajol, Kathmandu
1575,Rs. 5.5 Cr,76 ,2.3 ,30 Feet,,3.0,,,,,,Mahankal, Kathmandu
1576,Rs. 4.9 Cr,187,4.1 ,20 Feet,,2.5,,,,,,Sinamangal, Kathmandu
1577,Rs. 3.3 Cr,62 ,4.2 ,16 Feet,North-East,2.5,,5.0,4.0,Semi-Furnished,,Manabahadur Marga, Kathmandu
1578,Rs. 2.65 Cr,71 ,3.2 ,13 Feet,North,2.5,,5.0,4.0,,,Imadol, Lalitpur
1579,Rs. 5.5 Cr,170,8.0 ,9-12 Feet,South-East,3.5,,6.0,4.0,Semi-Furnished,,Machhapokhari, Kathmandu
1580,Rs. 5.85 Cr,35 ,8.2 ,18 Feet,South-East,3.5,,13.0,4.0,Semi-Furnished,"Marbel,Parquet,Solar,Bed Room,Garden,Modular Kitchen,Parking,Playground,Internet,Drinking Water,Bathroom,+ 2 See More",Manamaiju, Kathmandu
1581,Rs. 3.8 Cr,321,4.0 ,15 Feet,East,3.0,,,,Full-Furnished,,Gatthaghar, Bhaktapur
1582,Rs. 1.95 Cr,94 ,2.3 ,13 Feet,East,2.5,,4.0,3.0,,,Imadol, Lalitpur
1584,Rs. 3.1 Cr,87 ,4.0 ,13 Feet,East,2.5,,,,,,Bhangal , Kathmandu
1585,Rs. 7.5 Cr,193,10.0 ,20 Feet,North-East,2.5,,6.0,6.0,Full-Furnished,,Bhimsengola, Kathmandu
1586,Rs. 7.65 Cr,22 ,8.0 ,22 Feet,South-East,2.5,,5.0,6.0,Full-Furnished,,Kathmandu,
1587,Rs. 3.6 Cr,140,5.0 ,14 Feet,South-West,2.5,,6.0,5.0,Semi-Furnished,,Budhanilkantha, Kathmandu
1588,Rs. 3.5 Cr,46 ,4.0 ,20 Feet,West,3.5,,5.0,6.0,Full-Furnished,,Manabahadur Marga, Kathmandu
1589,Rs. 2.95 Cr,82 ,5.0 ,13 Feet,,2.5,,,,,,Bhangal , Kathmandu
1591,Rs. 2.2 Cr,124,3.2 ,12-18 Feet,North-West,,,,,Full-Furnished,,Chunikhel, Kathmandu
1593,Rs. 14.5 Cr,285,32.0 ,13 Feet,South-East,2.5,,5.0,5.0,,,Rudreshwor, Kathmandu
1594,Rs. 4.5 Cr,162,5.0 ,10 Feet,South-East,2.5,,5.0,4.0,,,Sanepa, Lalitpur
1595,Rs. 10.5 Cr,154,11.0 ,13 Feet,East,2.5,,5.0,6.0,,,Narayanthan , Kathmandu
1596,Rs. 2.65 Cr,124,3.2 ,11 Feet,South-West,2.5,,5.0,3.0,,,Bhelpa, Lalitpur
1597,Rs. 6.5 Cr,157,5.0 ,16 Feet,North-East,2.5,,6.0,5.0,Semi-Furnished,,Sanepa, Lalitpur
1598,Rs. 1.55 Cr,980,4.0 ,20 Feet,West,2.5,,3.0,2.0,Semi-Furnished,,Lamatar, Lalitpur
1599,Rs. 3.8 Cr,63 ,4.0 ,12 Feet,South,3.5,,9.0,4.0,Semi-Furnished,,Manamaiju, Kathmandu
1600,Rs. 3.9 Cr,60 ,5.1 ,13 Feet,North,3.5,,5.0,7.0,,,Hattigaunda, Kathmandu
1601,Rs. 4.5 Cr,180,5.0 ,16/20 Feet,North-East,2.5,,5.0,5.0,,,Bhaisepati, Lalitpur
1602,Rs. 4.5 Cr,225,4.2 ,20 Feet,South-East,2.5,,4.0,5.0,,,Bhaisepati, Lalitpur
1604,Rs. 3.75 Cr,30 ,4.1 ,13 Feet,,2.5,,4.0,3.0,Full-Furnished,,Golfutar, Kathmandu
1605,Rs. 2.05 Cr,229,3.1 ,13 Feet,South-East,2.5,,,,,,Chunikhel, Kathmandu
1606,Rs. 2.22 Cr,69 ,3.2 ,13 Feet,,2.5,,,,,,Mandikhatar, Kathmandu
1607,Rs. 3.05 Cr,107,4.1 ,13/16 Feet,North-East,3.0,,5.0,5.0,,,Sanagaun, Lalitpur
1608,Rs. 1.85 Cr,210,4.2 ,10 Feet,East,3.0,,4.0,3.0,,,Gurjudhara, Kathmandu
1609,Rs. 2.7 Cr,132,4.0 ,13 Feet,East,2.5,,,,,,Chyasindol, Kathmandu
1610,Rs. 4.5 Cr,158,3.2 ,20 Feet,East,4.5,,6.0,5.0,Semi-Furnished,,Dallu, Kathmandu
1611,Rs. 85 Lac,97 ,594 sq. ft,13 Feet,North-West,4.0,,,,,,Chhauni, Kathmandu
1612,Rs. 5.2 Cr,158,5.0 ,12-18 Feet,,2.5,,6.0,6.0,Full-Furnished,,Budhanilkantha, Kathmandu
1613,Rs. 4.8 Cr,48 ,5.0 ,13 Feet,,2.5,,4.0,6.0,,,Budhanilkantha, Kathmandu
1614,Rs. 6.9 Cr,110,6.1 ,36 Feet,South-East,4.5,,7.0,7.0,,,Dhumbarahi, Kathmandu
1615,Rs. 16.5 Cr,68 ,18.0 ,15 Feet,South-East,2.5,,5.0,6.0,,,Budhanilkantha, Kathmandu
1616,Rs. 2.9 Cr,139,3.3 ,10/26 Feet,South,2.5,,3.0,4.0,,,Nakhudole, Lalitpur
1617,Rs. 3.8 Cr,196,5.2 ,13/18 Feet,,2.5,,5.0,5.0,,,Bhaisepati, Lalitpur
1618,Rs. 6.75 Cr,241,8.0 ,20 Feet,South,2.5,,6.0,6.0,Semi-Furnished,,Taulung, Kathmandu
1619,Rs. 4.5 Cr,219,4.0 ,26 Feet,East,4.5,,6.0,5.0,Full-Furnished,"Marbel,Fridge,Sofa,CC Camera,Solar,Dining Room,Parquet,Microwave,Water Purifier,Bed Room,Washing Machine,+ 10 See More",Koteshwor, Kathmandu
1620,Rs. 3.8 Cr,158,5.2 ,18 Feet,North-East,2.5,,5.0,5.0,,,Bhaisepati, Lalitpur
1621,Rs. 5.5 Cr,57 ,8.2 ,13 Feet,North-East,2.5,,4.0,4.0,Semi-Furnished,,Budhanilkantha, Kathmandu
1622,Rs. 4.25 Cr,179,3.3 ,11 Feet,South-West,3.5,,6.0,5.0,Semi-Furnished,,Anamnagar, Kathmandu
1623,Rs. 3.35 Cr,35 ,5.0 ,13 Feet,South,2.5,,,,,,Bhangal , Kathmandu
1624,Rs. 2.6 Cr,87 ,4.2 ,18 Feet,West,3.0,,5.0,3.0,Full-Furnished,,Phutung, Kathmandu
1625,Rs. 2.95 Cr,212,3.2 ,20 Feet,South-East,2.5,,6.0,5.0,,,Bhaisepati, Lalitpur
1626,Rs. 6.35 Cr,126,7.2 ,20 Feet,North-East,2.5,,11.0,4.0,Semi-Furnished,,Bhimsengola, Kathmandu
1627,Rs. 3.8 Cr,136,5.1 ,10/15 Feet,West,2.5,,4.0,4.0,Semi-Furnished,,Nakkhu, Lalitpur
1628,Rs. 4.5 Cr,213,5.0 ,20 Feet,,2.5,,,,Full-Furnished,,Aakasedhara, Kathmandu
1629,Rs. 1.3 Cr,102,3.1 ,12 Feet,East,1.0,,2.0,1.0,Semi-Furnished,,Gokarna, Kathmandu
1630,Rs. 7.5 Cr,131,10.2 ,12-18 Feet,South-East,2.5,,4.0,6.0,,,Hattiban, Lalitpur
1631,Rs. 5.25 Cr,369,2.3 ,20 Feet,,3.5,,4.0,4.0,,,Lazimpat, Kathmandu
1632,Rs. 1.55 Cr,99 ,2.2 ,12 Feet,,2.5,,,,,,Kapan, Kathmandu
1633,Rs. 3.8 Cr,87 ,4.3 ,13 Feet,,2.5,,,,,,Mandikhatar, Kathmandu
1634,Rs. 3.8 Cr,43 ,5.0 ,13 Feet,West,3.0,,,,,,Baluwakhani, Kathmandu
1635,Rs. 2.9 Cr,101,4.0 ,13 Feet,,2.5,,,,,,Bhangal , Kathmandu
1636,Rs. 2.75 Cr,46 ,3.2 ,32 Feet,,2.5,,,,,,Mandikhatar, Kathmandu
1637,Rs. 1.6 Cr,148,6.0 ,20/6 Feet,,1.0,,2.0,1.0,,,Sunakothi, Lalitpur
1638,Rs. 95 Lac,206,4.0 ,16 Feet,,1.0,,2.0,1.0,,,Chhaling, Bhaktapur
1639,Rs. 1.25 Cr,256,4.2 ,8 Feet,,1.5,,3.0,2.0,,,Sunakothi, Lalitpur
1640,Rs. 3.5 Cr,5 v,5.2 ,12 Feet,South,3.5,,14.0,4.0,Un-Furnished,,Panga, Kathmandu
1641,Rs. 7.5 Cr,60 ,19.0 ,12-18 Feet,,2.5,,,,,,Mandikhatar, Kathmandu
1642,Rs. 8 Cr,77 ,9.0 ,12-18 Feet,,2.5,,5.0,4.0,Full-Furnished,,Golfutar, Kathmandu
1643,Rs. 1.6 Cr,121,3.3 ,13 Feet,,2.5,,,,,,Thankot, Kathmandu
1644,Rs. 3.6 Cr,47 ,5.0 ,13/20 Feet,,2.5,,6.0,4.0,,,Budhanilkantha, Kathmandu
1645,Rs. 2.25 Cr,272,3.2 ,13 Feet,South,2.5,,,,,,Jyotinagar, Kathmandu
1646,Rs. 3.8 Cr,210,5.1 ,12-18 Feet,South-East,2.5,,4.0,4.0,Semi-Furnished,,Bhaisepati, Lalitpur
1647,Rs. 1.05 Cr,367,3.1 ,13 Feet,,2.5,,,,,,Machhegaun , Kathmandu
1648,Rs. 2.75 Cr,50 ,4.0 ,18 Feet,,2.5,,,,,,Sundarbasti, Kathmandu
1649,Rs. 6.28 Cr,100,3.2 ,12 Feet,,5.5,,,,,,Anamnagar, Kathmandu
1650,Rs. 2.25 Cr,163,3.0 ,13 Feet,West,3.0,,7.0,4.0,Un-Furnished,,Chyasal, Lalitpur
1651,Rs. 4.6 Cr,103,3.3 ,12-18 Feet,South,2.5,,4.0,5.0,Full-Furnished,,Hattiban, Lalitpur
1652,Rs. 1.85 Cr,105,3.1 ,13 Feet,North,2.5,,5.0,,Semi-Furnished,,Kavresthali, Kathmandu
1653,Rs. 1.6 Cr,51 ,3.1 ,20 Feet,East,3.0,,,,Un-Furnished,,Hattiban, Lalitpur
1656,Rs. 3.5 Cr,174,4.2 ,10-16 Feet,West,2.0,,5.0,5.0,,,Taukhel, Lalitpur
1658,Rs. 4.75 Cr,134,7.0 ,14 Feet,West,2.5,,6.0,3.0,,,Bafal, Kathmandu
1659,Rs. 2.4 Cr,70 ,3.3 ,12 Feet,West,2.5,,6.0,5.0,,,Kapan, Kathmandu
1660,Rs. 2.2 Cr,143,0.3 ,26 Feet,North,,,,,,,Bagbazar, Kathmandu
1661,Rs. 3.7 Cr,160,4.0 ,16 Feet,North-West,2.5,,6.0,5.0,,,Bhaisepati, Lalitpur
1662,Rs. 25 Cr,320,3.1 ,14-22 Feet,North-East,6.0,,,,,,New Road, Kathmandu
1663,Rs. 4.25 Cr,155,6.0 ,10 Feet,South,3.5,,4.0,4.0,,,Balkot, Bhaktapur
1664,Rs. 3.15 Cr,193,4.0 ,20 Feet,North,2.5,,5.0,4.0,Semi-Furnished,"Earthquake Resistant,Parquet,Gym,Washing Machine,Bed Room,Modular Kitchen,Parking,Playground,Internet,Drinking Water,Bathroom,+ 2 See More",Mulpani, Kathmandu
1665,Rs. 5 Cr,226,3.2 ,22 Feet,West,5.0,,,5.0,,,Kalanki, Kathmandu
1668,Rs. 1.9 Cr,63 ,3.0 ,13 Feet,West,2.5,,,,,,Tikathali, Lalitpur
1669,Rs. 1.85 Cr,84 ,2.3 ,13 Feet,West,2.5,,,,,,Tikathali, Lalitpur
1670,Rs. 6 Cr,138,4.0 ,15 Feet,North-West,5.5,,8.0,8.0,Semi-Furnished,,Kalikasthan, Kathmandu
1671,Rs. 3.5 Cr,80 ,3.2 ,15 Feet,South-East,3.0,,4.0,5.0,,,Sainbu, Lalitpur
1673,Rs. 1.5 Cr,1.7,4.0 ,10/20 Feet,,2.5,,,3.0,,,Bhairabchaur, Kathmandu
1674,Rs. 2 Cr,94 ,5.0 ,8/10 Feet,North-East,3.0,,3.0,2.0,,,Padma Colony, Kathmandu
1675,Rs. 7 Cr,34 ,9.0 ,12 Feet,,4.5,,,,,,Dallu, Kathmandu
1676,Rs. 3.6 Cr,191,5.0 ,13 Feet,,2.5,,5.0,4.0,,,Buddha Colony, Kathmandu
1677,Rs. 2.5 Cr,223,3.2 ,20 Feet,West,2.5,,,,,,Balkot, Bhaktapur
1678,Rs. 3.4 Cr,206,5.0 ,13 Feet,South-West,2.5,,3.0,5.0,Semi-Furnished,,Bhangal , Kathmandu
1679,Rs. 3.5 Cr,29 ,4.2 ,13 Feet,,3.5,,,,Full-Furnished,,Mandikhatar, Kathmandu
1680,Rs. 3.75 Cr,72 ,4.2 ,12 Feet,,2.5,,,,,,Kapan, Kathmandu
1681,Rs. 4.1 Cr,220,5.0 ,12 Feet,West,4.5,,12.0,4.0,,,Maharajgunj, Kathmandu
1682,Rs. 3.4 Cr,71 ,3.2 ,13 Feet,East,3.5,,8.0,4.0,,,Hattiban, Lalitpur
1683,Rs. 8 Cr,183,8.1 ,8 Feet,East,3.5,,,,,,Teku, Kathmandu
1684,Rs. 34 Lac/aana,196,11.0 ,16 Feet,North-East,2.0,,4.0,,,,Hattigaunda, Kathmandu
1685,Rs. 2.15 Cr,283,3.2 ,12/20 Feet,North-West,3.5,,5.0,3.0,Semi-Furnished,,Sano thimi, Bhaktapur
1686,Rs. 9.5 Cr,26 ,10.0 ,13/22 Feet,North-West,2.5,,4.0,4.0,Semi-Furnished,,Dhumbarahi, Kathmandu
